,Match_Id,Date,Gender,Venue,Team1,Team2,Toss_winner,decision_toss,Match_winner,player_of_match
786,565810.,2012-12-20,male,Subrata Roy Sahara Stadium,India,England,India,field,India,['Yuvraj Singh']
787,565811.,2012-12-22,male,Wankhede Stadium,India,England,England,field,England,['EJG Morgan']
788,565820.,2012-09-11,male,"MA Chidambaram Stadium, Chepauk",India,New Zealand,India,field,New Zealand,['BB McCullum']
789,565844.,2012-09-04,female,Haslegrave Ground,England,Pakistan,Pakistan,bat,England,['A Shrubsole']
790,565845.,2012-09-05,female,Haslegrave Ground,England,Pakistan,England,bat,England,['DN Wyatt']
791,566926.,2013-06-25,male,Kennington Oval,England,New Zealand,England,field,New Zealand,['HD Rutherford']
792,566927.,2013-06-27,male,Kennington Oval,England,New Zealand,New Zealand,field,no result,['HD Rutherford']
793,566937.,2013-08-29,male,The Rose Bowl,England,Australia,England,field,Australia,['AJ Finch']
794,566938.,2013-08-31,male,Riverside Ground,England,Australia,Australia,field,England,['AD Hales']
795,567071.,2012-07-18,male,"Civil Service Cricket Club, Stormont",Ireland,Bangladesh,Ireland,field,Bangladesh,['Elias Sunny']
796,567205.,2012-07-25,male,Sportpark Westvliet,Netherlands,Bangladesh,Netherlands,bat,Bangladesh,['Elias Sunny']
797,567353.,2012-12-21,male,Kingsmead,South Africa,New Zealand,New Zealand,bat,South Africa,['RK Kleinveldt']
798,567354.,2012-12-23,male,Buffalo Park,South Africa,New Zealand,New Zealand,field,New Zealand,['MJ Guptill']
799,567355.,2012-12-26,male,St George's Park,South Africa,New Zealand,South Africa,bat,South Africa,['H Davids']
800,567367.,2013-03-03,male,SuperSport Park,South Africa,Pakistan,Pakistan,bat,Pakistan,['Mohammad Hafeez']
801,569237.,2013-02-09,male,Eden Park,New Zealand,England,New Zealand,field,England,['Mohammad Hafeez']
802,569238.,2013-02-12,male,Seddon Park,New Zealand,England,England,field,New Zealand,['Mohammad Hafeez']
803,569239.,2013-02-15,male,Westpac Stadium,New Zealand,England,England,field,England,['Mohammad Hafeez']
804,571148.,2012-09-05,male,Dubai International Cricket Stadium,Australia,Pakistan,Pakistan,field,Pakistan,['Mohammad Hafeez']
805,571149.,2012-09-07,male,Dubai International Cricket Stadium,Australia,Pakistan,Pakistan,bat,no result,['Saeed Ajmal']
806,571150.,2012-09-10,male,Dubai International Cricket Stadium,Australia,Pakistan,Pakistan,field,Australia,['DA Warner']
807,573019.,2013-01-26,male,Stadium Australia,Australia,Sri Lanka,Australia,bat,Sri Lanka,['DA Warner']
808,573020.,2013-01-28,male,Melbourne Cricket Ground,Australia,Sri Lanka,Australia,field,Sri Lanka,['NLTC Perera']
809,573027.,2013-02-13,male,"Brisbane Cricket Ground, Woolloongabba",Australia,West Indies,West Indies,bat,West Indies,['KA Pollard']
810,573672.,2012-07-26,male,Sportpark Westvliet,Netherlands,Bangladesh,Bangladesh,bat,Netherlands,['KA Pollard']
811,582186.,2012-10-30,male,Pallekele International Cricket Stadium,Sri Lanka,New Zealand,Sri Lanka,field,no result,['KA Pollard']
812,584772.,2012-10-03,female,Nondescripts Cricket Club Ground,Sri Lanka,India,Sri Lanka,bat,India,['E Bisht']
813,584923.,2012-10-28,female,Guanggong International Cricket Stadium,Bangladesh,Sri Lanka,Sri Lanka,field,Bangladesh,['Salma Khatun']
814,584924.,2012-10-28,female,Guanggong International Cricket Stadium,India,Pakistan,Pakistan,bat,India,['M Raj']
815,584928.,2012-10-30,female,Guanggong International Cricket Stadium,Bangladesh,Pakistan,Pakistan,field,Pakistan,['Nida Dar']
816,584929.,2012-10-31,female,Guanggong International Cricket Stadium,India,Pakistan,India,bat,India,['PG Raut']
817,587476.,2012-12-10,male,Shere Bangla National Stadium,Bangladesh,West Indies,West Indies,bat,West Indies,['MN Samuels']
818,588498.,2013-01-19,female,"Beausejour Stadium, Gros Islet",West Indies,South Africa,South Africa,bat,West Indies,['DJS Dottin']
819,588499.,2013-01-20,female,"Beausejour Stadium, Gros Islet",West Indies,South Africa,West Indies,field,West Indies,['SF Daley']
820,589306.,2012-12-25,male,M Chinnaswamy Stadium,India,Pakistan,Pakistan,field,Pakistan,['Mohammad Hafeez']
821,589307.,2012-12-28,male,"Sardar Patel Stadium, Motera",India,Pakistan,Pakistan,field,India,['Yuvraj Singh']
822,592268.,2013-03-15,male,ICC Global Cricket Academy,Canada,Kenya,Kenya,bat,Canada,['Junaid Siddiqui']
823,592269.,2013-03-16,male,ICC Global Cricket Academy,Canada,Kenya,Kenya,bat,Kenya,['CO Obuya']
824,592272.,2013-03-03,male,Sharjah Cricket Stadium,Afghanistan,Scotland,Afghanistan,bat,Afghanistan,['Mohammad Shahzad']
825,592273.,2013-03-04,male,Sharjah Cricket Stadium,Afghanistan,Scotland,Scotland,bat,Afghanistan,['Mohammad Shahzad']
826,592276.,2013-04-20,male,Wanderers Cricket Ground,Kenya,Netherlands,Kenya,field,Kenya,['Mohammad Shahzad']
827,593726.,2013-08-27,female,County Ground,England,Australia,England,bat,England,['SJ Taylor']
828,593727.,2013-08-29,female,The Rose Bowl,England,Australia,Australia,bat,England,['LS Greenway']
829,593728.,2013-08-31,female,Riverside Ground,England,Australia,England,field,England,['KH Brunt']
830,593986.,2013-03-02,male,"Sir Vivian Richards Stadium, North Sound",West Indies,Zimbabwe,Zimbabwe,bat,West Indies,['LMP Simmons']
831,593987.,2013-03-03,male,"Sir Vivian Richards Stadium, North Sound",West Indies,Zimbabwe,West Indies,bat,West Indies,['S Badree']
832,602477.,2013-03-31,male,Pallekele International Cricket Stadium,Sri Lanka,Bangladesh,Bangladesh,field,Sri Lanka,['MDKJ Perera']
833,603243.,2013-03-03,female,R Premadasa Stadium,Sri Lanka,West Indies,Sri Lanka,bat,West Indies,['MDKJ Perera']
834,603244.,2013-03-05,female,R Premadasa Stadium,Sri Lanka,West Indies,Sri Lanka,field,West Indies,['MDKJ Perera']
835,603246.,2013-03-08,female,R Premadasa Stadium,Sri Lanka,West Indies,West Indies,bat,West Indies,['MDKJ Perera']
836,623571.,2013-05-11,male,Queens Sports Club,Zimbabwe,Bangladesh,Zimbabwe,bat,Zimbabwe,['H Masakadza']
837,623572.,2013-05-12,male,Queens Sports Club,Zimbabwe,Bangladesh,Bangladesh,bat,Bangladesh,['Shakib Al Hasan']
838,627008.,2013-07-05,female,Haslegrave Ground,England,Pakistan,England,bat,England,['SJ Taylor']
839,627009.,2013-07-05,female,Haslegrave Ground,England,Pakistan,Pakistan,bat,Pakistan,['Sana Mir']
840,630951.,2013-04-19,male,Wanderers Cricket Ground,Kenya,Netherlands,Netherlands,bat,Kenya,['Sana Mir']
841,635658.,2013-08-02,male,R Premadasa Stadium,Sri Lanka,South Africa,South Africa,bat,South Africa,['JP Duminy']
842,635659.,2013-08-04,male,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Sri Lanka,South Africa,South Africa,bat,South Africa,['DA Miller']
843,635660.,2013-08-06,male,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Sri Lanka,South Africa,South Africa,bat,Sri Lanka,['TM Dilshan']
844,636164.,2014-01-29,male,Bellerive Oval,Australia,England,Australia,bat,Australia,['CL White']
845,636165.,2014-01-31,male,Melbourne Cricket Ground,Australia,England,England,bat,Australia,['JR Hazlewood']
846,636166.,2014-02-02,male,Stadium Australia,Australia,England,Australia,bat,Australia,['GJ Bailey']
847,636536.,2014-03-09,male,"Kensington Oval, Bridgetown",West Indies,England,West Indies,bat,West Indies,['MN Samuels']
848,636537.,2014-03-11,male,"Kensington Oval, Bridgetown",West Indies,England,England,bat,West Indies,['K Santokie']
849,636538.,2014-03-13,male,"Kensington Oval, Bridgetown",West Indies,England,England,bat,England,['CJ Jordan']
850,640947.,2013-07-29,female,YMCA Cricket Club,Ireland,Pakistan,Pakistan,field,Pakistan,['Sadia Yousuf']
851,640955.,2013-07-31,female,YMCA Cricket Club,Pakistan,Sri Lanka,Sri Lanka,field,no result,['Sadia Yousuf']
852,644941.,2013-07-16,female,YMCA Cricket Club,Ireland,Pakistan,Pakistan,bat,Pakistan,['Sadia Yousuf']
853,645645.,2013-07-27,male,"Arnos Vale Ground, Kingstown",West Indies,Pakistan,West Indies,bat,Pakistan,['Shahid Afridi']
854,645647.,2013-07-28,male,"Arnos Vale Ground, Kingstown",West Indies,Pakistan,Pakistan,bat,Pakistan,['Umar Akmal']
855,647247.,2013-10-10,male,Saurashtra Cricket Association Stadium,India,Australia,India,field,India,['Yuvraj Singh']
856,648681.,2014-03-12,male,Kingsmead,South Africa,Australia,Australia,field,Australia,['BJ Hodge']
857,648683.,2014-03-14,male,SuperSport Park,South Africa,Australia,Australia,field,Australia,['MA Starc']
858,649101.,2013-11-13,male,Dubai International Cricket Stadium,Pakistan,South Africa,Pakistan,bat,South Africa,['DW Steyn']
859,649103.,2013-11-15,male,Dubai International Cricket Stadium,Pakistan,South Africa,South Africa,bat,South Africa,['F du Plessis']
860,657631.,2013-12-08,male,Sharjah Cricket Stadium,Afghanistan,Pakistan,Afghanistan,bat,Pakistan,['Mohammad Hafeez']
861,657633.,2013-12-11,male,Dubai International Cricket Stadium,Pakistan,Sri Lanka,Pakistan,field,Pakistan,['Shahid Afridi']
862,657635.,2013-12-13,male,Dubai International Cricket Stadium,Pakistan,Sri Lanka,Pakistan,field,Sri Lanka,['MDKJ Perera']
863,659545.,2013-08-23,male,Harare Sports Club,Zimbabwe,Pakistan,Zimbabwe,field,Pakistan,['Ahmed Shehzad']
864,659547.,2013-08-24,male,Harare Sports Club,Zimbabwe,Pakistan,Zimbabwe,field,Pakistan,['Ahmed Shehzad']
865,660107.,2013-11-15,male,Sharjah Cricket Stadium,Afghanistan,Netherlands,Afghanistan,bat,Netherlands,['BN Cooper']
866,660113.,2013-11-16,male,Sheikh Zayed Stadium,Canada,Ireland,Canada,field,Ireland,['A Bagai']
867,660123.,2013-11-16,male,Sharjah Cricket Stadium,Afghanistan,Scotland,Afghanistan,bat,Afghanistan,['Dawlat Zadran']
868,660149.,2013-11-19,male,ICC Academy,Kenya,Scotland,Kenya,bat,Kenya,['RG Aga']
869,660173.,2013-11-22,male,ICC Academy,Netherlands,Scotland,Netherlands,field,Scotland,['RML Taylor']
870,660185.,2013-11-23,male,ICC Academy,Kenya,Netherlands,Netherlands,bat,Netherlands,['Mudassar Bukhari']
871,660203.,2013-11-24,male,Sharjah Cricket Stadium,Afghanistan,Kenya,Afghanistan,bat,Afghanistan,['Samiullah Shenwari']
872,660209.,2013-11-26,male,Sharjah Cricket Stadium,Canada,Kenya,Kenya,bat,Kenya,['SO Tikolo']
873,660223.,2013-11-28,male,Sheikh Zayed Stadium,Netherlands,Scotland,Scotland,bat,Netherlands,['W Barresi']
874,660235.,2013-11-30,male,Sheikh Zayed Stadium,Afghanistan,Ireland,Ireland,bat,Ireland,['DT Johnston']
875,661695.,2014-01-11,male,Eden Park,New Zealand,West Indies,New Zealand,bat,New Zealand,['L Ronchi']
876,661697.,2014-01-15,male,Westpac Stadium,New Zealand,West Indies,West Indies,bat,New Zealand,['L Ronchi']
877,662383.,2013-09-30,male,Sharjah Cricket Stadium,Afghanistan,Kenya,Afghanistan,bat,Afghanistan,['Hamid Hassan']
878,662387.,2013-10-11,male,Sharjah Cricket Stadium,Afghanistan,Kenya,Kenya,bat,Kenya,['Hamid Hassan']
879,664293.,2013-09-14,female,Senwes Park,South Africa,Bangladesh,Bangladesh,bat,South Africa,['M Kapp']
880,664295.,2013-09-15,female,Senwes Park,South Africa,Bangladesh,South Africa,bat,South Africa,['M du Preez']
881,666047.,2014-01-31,female,Melbourne Cricket Ground,Australia,England,Australia,field,Australia,['HL Ferling']
882,666049.,2014-02-02,female,Stadium Australia,Australia,England,Australia,field,Australia,['RM Farrell']
883,667731.,2014-09-07,male,Edgbaston,England,India,England,bat,England,['EJG Morgan']
884,667887.,2014-05-20,male,Kennington Oval,England,Sri Lanka,England,field,Sri Lanka,['NLTC Perera']
885,668515.,2013-10-31,female,Senwes Park,South Africa,Sri Lanka,South Africa,field,South Africa,['HML Madushani']
886,668517.,2013-11-02,female,Senwes Park,South Africa,Sri Lanka,South Africa,field,Sri Lanka,['HASD Siriwardene']
887,668519.,2013-11-04,female,Senwes Park,South Africa,Sri Lanka,South Africa,field,South Africa,['S Loubser']
888,668959.,2013-11-06,male,Shere Bangla National Stadium,Bangladesh,New Zealand,New Zealand,bat,New Zealand,['C Munro']
889,668969.,2013-11-21,male,Pallekele International Cricket Stadium,Sri Lanka,New Zealand,Sri Lanka,field,Sri Lanka,['MDKJ Perera']
890,682897.,2014-03-16,male,Shere Bangla National Stadium,Bangladesh,Afghanistan,Bangladesh,field,Bangladesh,['Shakib Al Hasan']
891,682899.,2014-03-16,male,Zahur Ahmed Chowdhury Stadium,Hong Kong,Nepal,Hong Kong,field,Nepal,['SP Gauchan']
892,682901.,2014-03-17,male,Sylhet Stadium,Ireland,Zimbabwe,Ireland,field,Ireland,['PR Stirling']
893,682903.,2014-03-17,male,Sylhet Stadium,Netherlands,United Arab Emirates,United Arab Emirates,bat,Netherlands,['TLW Cooper']
894,682905.,2014-03-18,male,Zahur Ahmed Chowdhury Stadium,Afghanistan,Hong Kong,Hong Kong,bat,Afghanistan,['Mohammad Shahzad']
895,682907.,2014-03-18,male,Zahur Ahmed Chowdhury Stadium,Bangladesh,Nepal,Bangladesh,field,Bangladesh,['Al-Amin Hossain']
896,682909.,2014-03-19,male,Sylhet Stadium,Netherlands,Zimbabwe,Netherlands,bat,Zimbabwe,['BRM Taylor']
897,682911.,2014-03-19,male,Sylhet Stadium,Ireland,United Arab Emirates,Ireland,field,Ireland,['EC Joyce']
898,682913.,2014-03-20,male,Zahur Ahmed Chowdhury Stadium,Afghanistan,Nepal,Afghanistan,field,Nepal,['JK Mukhiya']
899,682915.,2014-03-20,male,Zahur Ahmed Chowdhury Stadium,Bangladesh,Hong Kong,Hong Kong,field,Hong Kong,['Nadeem Ahmed']
900,682917.,2014-03-21,male,Sylhet Stadium,United Arab Emirates,Zimbabwe,Zimbabwe,field,Zimbabwe,['E Chigumbura']
901,682919.,2014-03-21,male,Sylhet Stadium,Ireland,Netherlands,Netherlands,field,Netherlands,['SJ Myburgh']
902,682921.,2014-03-21,male,Shere Bangla National Stadium,India,Pakistan,India,field,India,['A Mishra']
903,682923.,2014-03-22,male,Zahur Ahmed Chowdhury Stadium,South Africa,Sri Lanka,Sri Lanka,bat,Sri Lanka,['MDKJ Perera']
904,682925.,2014-03-22,male,Zahur Ahmed Chowdhury Stadium,England,New Zealand,New Zealand,field,New Zealand,['CJ Anderson']
905,682927.,2014-03-23,male,Shere Bangla National Stadium,Australia,Pakistan,Australia,field,Pakistan,['Umar Akmal']
906,682929.,2014-03-23,male,Shere Bangla National Stadium,India,West Indies,India,field,India,['A Mishra']
907,682931.,2014-03-24,male,Zahur Ahmed Chowdhury Stadium,New Zealand,South Africa,New Zealand,field,South Africa,['JP Duminy']
908,682933.,2014-03-24,male,Zahur Ahmed Chowdhury Stadium,Netherlands,Sri Lanka,Sri Lanka,field,Sri Lanka,['AD Mathews']
909,682935.,2014-03-25,male,Shere Bangla National Stadium,Bangladesh,West Indies,Bangladesh,field,West Indies,['DR Smith']
910,682937.,2014-03-27,male,Zahur Ahmed Chowdhury Stadium,Netherlands,South Africa,Netherlands,field,South Africa,['Imran Tahir']
911,682939.,2014-03-27,male,Zahur Ahmed Chowdhury Stadium,England,Sri Lanka,England,field,England,['AD Hales']
912,682941.,2014-03-28,male,Shere Bangla National Stadium,Australia,West Indies,Australia,bat,West Indies,['DJG Sammy']
913,682943.,2014-03-28,male,Shere Bangla National Stadium,Bangladesh,India,India,field,India,['R Ashwin']
914,682945.,2014-03-29,male,Zahur Ahmed Chowdhury Stadium,Netherlands,New Zealand,New Zealand,field,New Zealand,['BB McCullum']
915,682947.,2014-03-29,male,Zahur Ahmed Chowdhury Stadium,England,South Africa,England,field,South Africa,['AB de Villiers']
916,682949.,2014-03-30,male,Shere Bangla National Stadium,Bangladesh,Pakistan,Pakistan,bat,Pakistan,['Ahmed Shehzad']
917,682951.,2014-03-30,male,Shere Bangla National Stadium,Australia,India,Australia,field,India,['R Ashwin']
918,682953.,2014-03-31,male,Zahur Ahmed Chowdhury Stadium,England,Netherlands,England,field,Netherlands,['Mudassar Bukhari']
919,682955.,2014-03-31,male,Zahur Ahmed Chowdhury Stadium,New Zealand,Sri Lanka,New Zealand,field,Sri Lanka,['HMRKB Herath']
920,682957.,2014-04-01,male,Shere Bangla National Stadium,Bangladesh,Australia,Bangladesh,bat,Australia,['AJ Finch']
921,682959.,2014-04-01,male,Shere Bangla National Stadium,Pakistan,West Indies,West Indies,bat,West Indies,['DJ Bravo']
922,682961.,2014-04-03,male,Shere Bangla National Stadium,Sri Lanka,West Indies,Sri Lanka,bat,Sri Lanka,['AD Mathews']
923,682963.,2014-04-04,male,Shere Bangla National Stadium,India,South Africa,South Africa,bat,India,['V Kohli']
924,682965.,2014-04-06,male,Shere Bangla National Stadium,India,Sri Lanka,Sri Lanka,field,Sri Lanka,['KC Sangakkara']
925,682967.,2014-03-23,female,Sylhet Stadium,Australia,New Zealand,Australia,field,New Zealand,['NJ Browne']
926,682971.,2014-03-24,female,Sylhet Stadium,England,West Indies,England,field,West Indies,['DJS Dottin']
927,682973.,2014-03-24,female,Sylhet Stadium,India,Sri Lanka,Sri Lanka,bat,Sri Lanka,['KDU Prabodhani']
928,682975.,2014-03-25,female,Sylhet Stadium,Ireland,New Zealand,New Zealand,bat,New Zealand,['SW Bates']
929,682979.,2014-03-26,female,Sylhet Stadium,Bangladesh,West Indies,West Indies,bat,West Indies,['SL Quintyne']
930,682981.,2014-03-26,female,Sylhet Stadium,England,India,India,bat,England,['A Shrubsole']
931,682985.,2014-03-27,female,Sylhet Stadium,New Zealand,Pakistan,New Zealand,bat,New Zealand,['SW Bates']
932,682989.,2014-03-28,female,Sylhet Stadium,Sri Lanka,West Indies,Sri Lanka,bat,West Indies,['SF Daley']
933,682991.,2014-03-29,female,Sylhet Stadium,Ireland,South Africa,South Africa,bat,South Africa,['CL Tryon']
934,682993.,2014-03-29,female,Sylhet Stadium,Australia,Pakistan,Australia,bat,Australia,['EJ Villani']
935,682995.,2014-03-30,female,Sylhet Stadium,Bangladesh,India,India,bat,India,['H Kaur']
936,682997.,2014-03-30,female,Sylhet Stadium,England,Sri Lanka,Sri Lanka,bat,England,['A Shrubsole']
937,682999.,2014-03-31,female,Sylhet Stadium,Ireland,Pakistan,Pakistan,bat,Pakistan,['Bismah Maroof']
938,683001.,2014-03-31,female,Sylhet Stadium,New Zealand,South Africa,New Zealand,bat,South Africa,['M du Preez']
939,683003.,2014-04-01,female,Sylhet Stadium,Bangladesh,Sri Lanka,Bangladesh,bat,Bangladesh,['Rumana Ahmed']
940,683005.,2014-04-01,female,Sylhet Stadium,India,West Indies,West Indies,bat,India,['PG Raut']
941,683007.,2014-04-02,female,Sylhet Stadium,New Zealand,Sri Lanka,Sri Lanka,bat,New Zealand,['RH Priest']
942,683009.,2014-04-02,female,Sylhet Stadium,India,Pakistan,India,bat,India,['Soniya Dabir']
943,683011.,2014-04-03,female,Shere Bangla National Stadium,Australia,West Indies,Australia,bat,Australia,['EA Osborne']
944,683013.,2014-04-04,female,Shere Bangla National Stadium,England,South Africa,England,field,England,['A Shrubsole']
945,683015.,2014-04-06,female,Shere Bangla National Stadium,Australia,England,Australia,field,Australia,['SJ Coyte']
946,685727.,2013-11-20,male,New Wanderers Stadium,South Africa,Pakistan,Pakistan,field,South Africa,['Q de Kock']
947,685729.,2013-11-22,male,Newlands,South Africa,Pakistan,Pakistan,bat,Pakistan,['Mohammad Hafeez']
948,690351.,2014-02-12,male,Zahur Ahmed Chowdhury Stadium,Bangladesh,Sri Lanka,Bangladesh,field,Sri Lanka,['MDKJ Perera']
949,690353.,2014-02-14,male,Zahur Ahmed Chowdhury Stadium,Bangladesh,Sri Lanka,Bangladesh,bat,Sri Lanka,['NLTC Perera']
950,693433.,2014-09-01,female,County Ground,England,South Africa,England,field,England,['CM Edwards']
951,693435.,2014-09-03,female,County Ground,England,South Africa,England,bat,England,['CM Edwards']
952,693437.,2014-09-07,female,Edgbaston,England,South Africa,South Africa,field,England,['L Winfield']
953,698983.,2014-01-19,female,West End Park International Cricket Stadium,Pakistan,South Africa,Pakistan,field,Pakistan,['Nain Abidi']
954,698985.,2014-01-19,female,West End Park International Cricket Stadium,Ireland,Pakistan,Ireland,field,Ireland,['IMHC Joyce']
955,698987.,2014-01-20,female,West End Park International Cricket Stadium,Ireland,South Africa,Ireland,field,South Africa,['L Lee']
956,698995.,2014-01-24,female,West End Park International Cricket Stadium,Pakistan,South Africa,Pakistan,field,Pakistan,['Javeria Khan']
957,702141.,2014-02-19,male,"Sabina Park, Kingston",West Indies,Ireland,West Indies,bat,Ireland,['EC Joyce']
958,702143.,2014-02-21,male,"Sabina Park, Kingston",West Indies,Ireland,Ireland,field,West Indies,['DJG Sammy']
959,718465.,2014-04-03,female,Sylhet Stadium,Pakistan,Sri Lanka,Pakistan,bat,Pakistan,['Bismah Maroof']
960,718467.,2014-04-03,female,Sylhet Stadium,Bangladesh,Ireland,Bangladesh,bat,Bangladesh,['Panna Ghosh']
961,722335.,2015-01-09,male,Newlands,South Africa,West Indies,South Africa,bat,West Indies,['CH Gayle']
962,722337.,2015-01-11,male,New Wanderers Stadium,South Africa,West Indies,West Indies,field,West Indies,['CH Gayle']
963,727917.,2014-10-05,male,Dubai International Cricket Stadium,Australia,Pakistan,Pakistan,bat,Australia,['GJ Maxwell']
964,730283.,2014-07-05,male,"Windsor Park, Roseau",West Indies,New Zealand,New Zealand,field,New Zealand,['ADS Fletcher']
965,730285.,2014-07-06,male,"Windsor Park, Roseau",West Indies,New Zealand,New Zealand,field,West Indies,['ADS Fletcher']
966,730293.,2014-08-27,male,"Warner Park, Basseterre",West Indies,Bangladesh,Bangladesh,bat,no result,['ADS Fletcher']
967,736063.,2015-01-14,male,Kingsmead,South Africa,West Indies,West Indies,field,South Africa,['MN van Wyk']
968,742617.,2014-12-04,male,Dubai International Cricket Stadium,New Zealand,Pakistan,Pakistan,field,Pakistan,['Sarfraz Ahmed']
969,743953.,2015-06-23,male,Old Trafford,England,New Zealand,England,bat,England,['JE Root']
970,743975.,2015-08-31,male,Sophia Gardens,England,Australia,Australia,field,England,['MM Ali']
971,754039.,2014-12-05,male,Dubai International Cricket Stadium,New Zealand,Pakistan,Pakistan,field,New Zealand,['AP Devcich']
972,754717.,2014-11-05,male,Adelaide Oval,Australia,South Africa,Australia,bat,South Africa,['RR Rossouw']
973,754719.,2014-11-07,male,Melbourne Cricket Ground,Australia,South Africa,South Africa,bat,Australia,['CJ Boyce']
974,754721.,2014-11-09,male,Stadium Australia,Australia,South Africa,Australia,field,Australia,['CL White']
975,754793.,2014-08-30,female,Kerrydale Oval,Australia,Pakistan,Pakistan,bat,Australia,['EA Osborne']
976,754795.,2014-08-31,female,Kerrydale Oval,Australia,Pakistan,Australia,bat,Australia,['DM Kimmince']
977,754797.,2014-09-03,female,Kerrydale Oval,Australia,Pakistan,Pakistan,bat,Australia,['EJ Villani']
978,754799.,2014-09-05,female,Kerrydale Oval,Australia,Pakistan,Australia,bat,Australia,['MM Lanning']
979,754801.,2014-11-02,female,North Sydney Oval,Australia,West Indies,Australia,field,Australia,['JL Jonassen']
980,754805.,2014-11-07,female,Melbourne Cricket Ground,Australia,West Indies,West Indies,bat,Australia,['SR Taylor']
981,757511.,2014-10-23,female,Colts Cricket Club Ground,Sri Lanka,South Africa,Sri Lanka,bat,Sri Lanka,['HASD Siriwardene']
982,757513.,2014-10-25,female,Colts Cricket Club Ground,Sri Lanka,South Africa,Sri Lanka,bat,South Africa,['D van Niekerk']
983,757515.,2014-10-26,female,Mercantile Cricket Association Ground,Sri Lanka,South Africa,Sri Lanka,bat,South Africa,['D van Niekerk']
984,798377.,2015-08-26,female,County Ground,England,Australia,England,field,England,['SJ Taylor']
985,798379.,2015-08-28,female,County Ground,England,Australia,England,field,Australia,['RM Farrell']
986,798381.,2015-08-31,female,Sophia Gardens,England,Australia,England,field,England,['NR Sciver']
987,798615.,2015-08-19,female,YMCA Cricket Club,Ireland,Australia,Ireland,field,Australia,['NR Sciver']
988,798619.,2015-08-21,female,YMCA Cricket Club,Ireland,Australia,Australia,bat,Australia,['NR Sciver']
989,798621.,2015-08-22,female,YMCA Cricket Club,Ireland,Australia,Australia,bat,Australia,['NR Sciver']
990,800479.,2016-02-19,male,Newlands,South Africa,England,South Africa,field,South Africa,['Imran Tahir']
991,800481.,2016-02-21,male,New Wanderers Stadium,South Africa,England,South Africa,field,South Africa,['AB de Villiers']
992,802327.,2014-11-24,male,P Sara Oval,Hong Kong,Nepal,Hong Kong,field,Hong Kong,['Aizaz Khan']
993,808869.,2015-01-16,female,Sharjah Cricket Stadium,Pakistan,Sri Lanka,Pakistan,bat,Pakistan,['Sana Mir']
994,808871.,2015-01-17,female,Sharjah Cricket Stadium,Pakistan,Sri Lanka,Pakistan,bat,Sri Lanka,['AC Jayangani']
995,817203.,2015-07-05,male,Shere Bangla National Stadium,Bangladesh,South Africa,South Africa,bat,South Africa,['F du Plessis']
996,817205.,2015-07-07,male,Shere Bangla National Stadium,Bangladesh,South Africa,South Africa,bat,South Africa,['E Leie']
997,828247.,2015-03-19,female,Sharjah Cricket Stadium,Pakistan,South Africa,Pakistan,field,Pakistan,['Asmavia Iqbal']
998,828249.,2015-03-20,female,Sharjah Cricket Stadium,Pakistan,South Africa,South Africa,bat,Pakistan,['Asmavia Iqbal']
999,828251.,2015-03-22,female,Sharjah Cricket Stadium,Pakistan,South Africa,South Africa,field,South Africa,['D van Niekerk']
1000,848839.,2015-08-14,male,Kingsmead,South Africa,New Zealand,South Africa,field,South Africa,['AM Phangiso']
1001,848841.,2015-08-16,male,SuperSport Park,South Africa,New Zealand,New Zealand,bat,New Zealand,['MJ Guptill']
1002,856117.,2015-05-23,female,R Premadasa Stadium,Sri Lanka,West Indies,Sri Lanka,field,Sri Lanka,['SS Weerakkody']
1003,856119.,2015-05-25,female,R Premadasa Stadium,Sri Lanka,West Indies,Sri Lanka,bat,West Indies,['SR Taylor']
1004,856121.,2015-05-26,female,R Premadasa Stadium,Sri Lanka,West Indies,West Indies,field,West Indies,['HK Matthews']
1005,858491.,2015-04-24,male,Shere Bangla National Stadium,Bangladesh,Pakistan,Pakistan,bat,Bangladesh,['Sabbir Rahman']
1006,860279.,2015-07-30,male,R Premadasa Stadium,Sri Lanka,Pakistan,Pakistan,bat,Pakistan,['Sohail Tanvir']
1007,860281.,2015-08-01,male,R Premadasa Stadium,Sri Lanka,Pakistan,Sri Lanka,bat,Pakistan,['Anwar Ali']
1008,868723.,2015-05-22,male,Gaddafi Stadium,Pakistan,Zimbabwe,Zimbabwe,bat,Pakistan,['Mukhtar Ahmed']
1009,868725.,2015-05-24,male,Gaddafi Stadium,Pakistan,Zimbabwe,Zimbabwe,bat,Pakistan,['Mukhtar Ahmed']
1010,875457.,2015-07-09,male,"Grange Cricket Club Ground, Raeburn Place",Scotland,United Arab Emirates,Scotland,field,Scotland,['HG Munsey']
1011,875459.,2015-07-09,male,"Grange Cricket Club Ground, Raeburn Place",Afghanistan,Netherlands,Netherlands,field,Afghanistan,['Sharafuddin Ashraf']
1012,875467.,2015-07-10,male,"Grange Cricket Club Ground, Raeburn Place",Afghanistan,United Arab Emirates,United Arab Emirates,bat,Afghanistan,['Mohammad Shahzad']
1013,875471.,2015-07-11,male,"Grange Cricket Club Ground, Raeburn Place",Scotland,Netherlands,Netherlands,bat,Netherlands,['AC Evans']
